Job Title;Company Name;Location;Posted Date;Job Type;Job Skills;Link;Salary;Responsibilities
Senior Data & Cloud Architect (IIRIS);Informa PLC ;Dubai, United Arab Emirates ;20 days ago;Full Time;Full TimeNot specified  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Engineering  SQL  Microsoft Office  Software Development  Software Engineering;https://wuzzuf.net/jobs/p/rdgDtQjqxCJD-Senior-Data-Cloud-Architect-IIRIS-Informa-PLC-Dubai-United-Arab-Emirates?o=63&l=sp&t=sj&a=data|search-v3|navbl;;
Hotel Content Data Entry;AL-Matar ;Maadi, Cairo, Egypt ;20 days ago;Internship;InternshipEntry Level  0 - 1 Yrs of Exp  Administration  Writing/Editorial  Tourism/Travel  Data Entry  English  Tourism  Travel  Hotels;https://wuzzuf.net/internship/9jsH4uzMZRVr-Hotel-Content-Data-Entry-AL-Matar-Cairo-Egypt?o=64&l=sp&t=sj&a=data|search-v3|navbl;;
Data Entry;Beyond Insurance Brokerage ;Maadi, Cairo, Egypt ;20 days ago;Full Time;Full TimeEntry Level  0 - 2 Yrs of Exp  Administration  Customer Service/Support  Computer Skills  computer  Data Entry  excel  Microsoft Office  Skills  word  typing skills;https://wuzzuf.net/jobs/p/7ZstTvOpjvvX-Data-Entry-Beyond-Insurance-Brokerage-Cairo-Egypt?o=65&l=sp&t=sj&a=data|search-v3|navbl;;
Data Analyst;Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ;Dubai, United Arab Emirates ;21 days ago;Full Time;Full TimeNot specified  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Data Analysis  Analysis  Computer Science  Information Technology (IT)  SQL  Microsoft Office  Microsoft Excel;https://wuzzuf.net/jobs/p/ZMLwDViqAeRz-Data-Analyst-Marriott-International-Inc-Ritz-Carlton-Hotel-Company-L-L-C-Dubai-United-Arab-Emirates?o=66&l=sp&t=sj&a=data|search-v3|navbl;;
Data Quality Specialist (Informatica Certified) - 2-3 Years of Experience;D4DS ;Riyadh, Saudi Arabia ;21 days ago;Full Time;Full TimeNot specified  Administration  R&D/Science  Quality  Quality Assurance  Quality Control  Quality  QA  Microsoft Office  Data Entry  Administration;https://wuzzuf.net/jobs/p/8sTsEHczOilS-Data-Quality-Specialist-Informatica-Certified---2-3-Years-of-Experience-D4DS-Riyadh-Saudi-Arabia?o=67&l=sp&t=sj&a=data|search-v3|navbl;;
Data Analyst;Bragonatech ;Dubai, United Arab Emirates ;21 days ago;Full Time;Full TimeNot specified  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Data Analysis  Analysis  Computer Science  Information Technology (IT)  SQL  Microsoft Office  Microsoft Excel;https://wuzzuf.net/jobs/p/n6iq9A9GpuNv-Data-Analyst-Bragonatech-Dubai-United-Arab-Emirates?o=68&l=sp&t=sj&a=data|search-v3|navbl;;
Head of Data Analytics,;Madison Pearl ;Dubai, United Arab Emirates ;21 days ago;Full Time;Full TimeNot specified  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Computer Science  Information Technology (IT)  SQL  Data Analytics  Analysis  BI  Computer Engineering;https://wuzzuf.net/jobs/p/vDpMiYHfkvtA-Head-of-Data-Analytics-Madison-Pearl-Dubai-United-Arab-Emirates?o=69&l=sp&t=sj&a=data|search-v3|navbl;;
Data Center Engineer;Giza Arabia Systems ;Cairo, Egypt ;21 days ago;Full Time;Full TimeNot specified  IT/Software Development  Sales/Retail  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Engineering  Computer Engineering  Data Center  Sales  Software Engineering;https://wuzzuf.net/jobs/p/72Y0Wno336wi-Data-Center-Engineer-Giza-Arabia-Systems-Cairo-Egypt?o=70&l=sp&t=sj&a=data|search-v3|navbl;;
Technical Presales Engineer (Data Engineering Experience );BBI-Consultancy ;Cairo, Egypt ;21 days ago;Full Time;Full TimeEntry Level  1 - 5 Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  Communication skills  Information Technology (IT)  Data  Engineering;https://wuzzuf.net/jobs/p/6pytht9IiFnp-Technical-Presales-Engineer-Data-Engineering-Experience-BBI-Consultancy-Cairo-Egypt?o=71&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Data Analyst;DXC ;Cairo, Egypt ;22 days ago;Full Time;Full TimeNot specified  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Analysis  Data Analysis  Business Analysis  Microsoft Office  SQL;https://wuzzuf.net/jobs/p/AVMiPZpr5sBA-Senior-Data-Analyst-DXC-Cairo-Egypt?o=72&l=sp&t=sj&a=data|search-v3|navbl;;
Data Center Engineer;VAS Integrated Solutions ;Cairo, Egypt ;20 days ago;Full Time;Full TimeNot specified  IT/Software Development  Sales/Retail  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Engineering  Computer Engineering  Data Center  Sales  Software Engineering;https://wuzzuf.net/jobs/p/3ASKeQgwkoNc-Data-Center-Engineer-VAS-Integrated-Solutions-Cairo-Egypt?o=73&l=sp&t=sj&a=data|search-v3|navbl;;
Specialist Data Management;Dautom ;Abu Dhabi, United Arab Emirates ;22 days ago;Full Time;Full TimeNot specified  Administration  IT/Software Development  Engineering - Telecom/Technology  Data Entry  Administration  Microsoft Office  Admin  Information Technology (IT)  Computer Science  Customer Service;https://wuzzuf.net/jobs/p/aohH7X0yN2Xg-Specialist-Data-Management-Dautom-Abu-Dhabi-United-Arab-Emirates?o=74&l=sp&t=sj&a=data|search-v3|navbl;;
Data Entry Specialist;Kreston ;Maadi, Cairo, Egypt ;22 days ago;Full Time;Full TimeEntry Level  0 - 2 Yrs of Exp  Administration  Data Entry  Administration  Microsoft Office  English  Typing  Excel  Word  PowerPoint  Arabic;https://wuzzuf.net/jobs/p/4fJrbAYqLuLN-Data-Entry-Specialist-Kreston-Cairo-Egypt?o=75&l=sp&t=sj&a=data|search-v3|navbl;;
Data Integration Consultant;eT3 - Tomorrow Information Technology ;Cairo, Egypt ;24 days ago;Full Time;Full TimeExperienced  3 - 5 Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  ETL  enterprise database  SQL  Shell Scripting  DWH  Data Engineering  Unix/Linux  JIRA;https://wuzzuf.net/jobs/p/Ul1AOgZOXbsK-Data-Integration-Consultant-eT3---Tomorrow-Information-Technology-Cairo-Egypt?o=76&l=sp&t=sj&a=data|search-v3|navbl;;
Data Scientist;eT3 - Tomorrow Information Technology ;Cairo, Egypt ;24 days ago;Full Time;Full TimeExperienced  2 - 5 Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  Data Science  Computer Science  Software Engineering  Python  Java  Machine Learning  Data Analytics;https://wuzzuf.net/jobs/p/7ecFYQvcGsIB-Data-Scientist-eT3---Tomorrow-Information-Technology-Cairo-Egypt?o=77&l=sp&t=sj&a=data|search-v3|navbl;;
Senior/Staff/Senior Staff Data Science & Process Automation Engineer;Si-Ware System ;Cairo, Egypt ;19 days ago;Full Time;Full TimeNot specified  IT/Software Development  Quality  Engineering - Telecom/Technology  computer science  information technology (it)  software development  engineering  computer engineering  sql  software;https://wuzzuf.net/jobs/p/M2lYGPeETme4-SeniorStaffSenior-Staff-Data-Science-Process-Automation-Engineer-Si-Ware-System-Cairo-Egypt?o=78&l=sp&t=sj&a=data|search-v3|navbl;;
HR Employee Data Analyst - French Or English - (Future Vacancy);Unilever Schweiz GmbH ;Cairo, Egypt ;19 days ago;Full Time;Full TimeNot specified  Administration  Human Resources  Analyst/Research  human resources (hr)  recruitment  personnel  microsoft office  payroll  hr  administration;https://wuzzuf.net/jobs/p/BZM95MQPKw3F-HR-Employee-Data-Analyst---French-Or-English---Future-Vacancy-Unilever-Schweiz-GmbH-Cairo-Egypt?o=79&l=sp&t=sj&a=data|search-v3|navbl;;
Business Development Manager (Data prote...;Ingram Micro Inc. ;Doha, Qatar ;19 days ago;Full Time;Full TimeNot specified  Business Development  Marketing/PR/Advertising  Sales/Retail  Business Development  Sales  Sales Skills  Sales Target  Marketing  Customer Service  Customer Support;https://wuzzuf.net/jobs/p/6myG09TANZmJ-Business-Development-Manager-Data-prote-Ingram-Micro-Inc-Doha-Qatar?o=80&l=sp&t=sj&a=data|search-v3|navbl;;
National Graduate Training Program - Customer Affairs (IT/Data Analytics);Emirates Group Careers ;Dubai, United Arab Emirates ;18 days ago;Full Time;Full TimeNot specified  Customer Service/Support  IT/Software Development  Engineering - Telecom/Technology  information technology (it)  computer science  customer service  sales  training  legal  audit;https://wuzzuf.net/jobs/p/99U1uCEPfEV2-National-Graduate-Training-Program---Customer-Affairs-ITData-Analytics-Emirates-Group-Careers-Dubai-United-Arab-Emirates?o=81&l=sp&t=sj&a=data|search-v3|navbl;;
Data Analyst - Pharmacist;Beyond Insurance Brokerage ;Maadi, Cairo, Egypt ;24 days ago;Full Time;Full TimeEntry Level  1 - 2 Yrs of Exp  Analyst/Research  Analysis  Data  Data Analysis  excel  Medical  Medical Insurance  Reviewing  Pharmacy  MS Office;https://wuzzuf.net/jobs/p/6BwnGzihvtG1-Data-Analyst---Pharmacist-Beyond-Insurance-Brokerage-Cairo-Egypt?o=82&l=sp&t=sj&a=data|search-v3|navbl;;
COORDINATOR, OR SCHEDULING AND DATA MANAGEMENT;King Faisal Specialist Hospital & Research Centre ;Riyadh, Saudi Arabia ;21 days ago;Full Time;Full TimeNot specified  Administration  IT/Software Development  Sales/Retail  microsoft office  engineering  administration  sales  management  production  medical;https://wuzzuf.net/jobs/p/y2LJSYEBZaB7-COORDINATOR-OR-SCHEDULING-AND-DATA-MANAGEMENT-King-Faisal-Specialist-Hospital-Research-Centre-Riyadh-Saudi-Arabia?o=83&l=sp&t=sj&a=data|search-v3|navbl;;
Business Development Manager (Data protection and Cyber security) - Qatar;Ingram Micro Company ;Doha, Qatar ;21 days ago;Full Time;Full TimeNot specified  Business Development  Marketing/PR/Advertising  Sales/Retail  Business Development  Sales  Sales Skills  Sales Target  Marketing  Customer Service  Customer Support;https://wuzzuf.net/jobs/p/0Us0MKbkcT1l-Business-Development-Manager-Data-protection-and-Cyber-security---Qatar-Ingram-Micro-Company-Doha-Qatar?o=84&l=sp&t=sj&a=data|search-v3|navbl;;
Data Mapper;eT3 - Tomorrow Information Technology ;Cairo, Egypt ;27 days ago;Full Time;Full TimeExperienced  3 - 4 Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  Teradata  DevOps  NoSQL  Big Data  ETL  Informatica ETL  RDBMS  SQL;https://wuzzuf.net/jobs/p/wNjw6YDqiwBn-Data-Mapper-eT3---Tomorrow-Information-Technology-Cairo-Egypt?o=85&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Executive - Data Analyst;Publicis Group ;Dubai, United Arab Emirates ;23 days ago;Full Time;Full TimeNot specified  Marketing/PR/Advertising  Sales/Retail  Media/Journalism/Publishing  Sales  Sales Skills  Sales Target  Marketing  Customer Service  Customer Support  Market Research;https://wuzzuf.net/jobs/p/Y7lKM8N2VVJy-Senior-Executive---Data-Analyst-Publicis-Group-Dubai-United-Arab-Emirates?o=86&l=sp&t=sj&a=data|search-v3|navbl;;
Data Entry;Kandil Industries ;Nasr City, Cairo, Egypt ;24 days ago;Internship;InternshipStudent  Accounting/Finance  MS Office  Skills  typing skills  Typing;https://wuzzuf.net/internship/xEY302JcJgEQ-Data-Entry-Kandil-Industries-Cairo-Egypt?o=87&l=sp&t=sj&a=data|search-v3|navbl;;
Data Engineer;Ibn Sina Pharma ;New Cairo, Cairo, Egypt ;28 days ago;Full Time;Full TimeExperienced  1 - 3 Yrs of Exp  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Big Data  AWS  Computer Engineering  Computer Science  Data Science  Design  Engineering;https://wuzzuf.net/jobs/p/Lbrv99VhWmgv-Data-Engineer-Ibn-Sina-Pharma-Cairo-Egypt?o=88&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Data Engineer;Paymob Solutions ;Maadi, Cairo, Egypt ;26 days ago;Full Time;Full TimeExperienced  3 - 5 Yrs of Exp  IT/Software Development  Computer Engineering  Computer Science  Design  Database  Engineering  Information Technology (IT)  Programming  Python  SQL;https://wuzzuf.net/jobs/p/quFn9XlgvuLA-Senior-Data-Engineer-Paymob-Solutions-Cairo-Egypt?o=89&l=sp&t=sj&a=data|search-v3|navbl;;
Data management operations head (KSA);Ejada  ;Hadayek Alkobba, Cairo, Egypt ;29 days ago;Full Time;Full TimeExperienced  7 - 10 Yrs of Exp  IT/Software Development  Big Data  Data Management;https://wuzzuf.net/jobs/p/R7TNoBFWncii-Data-management-operations-head-KSA-Ejada-Cairo-Egypt?o=90&l=sp&t=sj&a=data|search-v3|navbl;;
Data Modeler;Perfect Presentation ;6th of October, Giza, Egypt ;1 month ago;Full Time;Full TimeExperienced  5 - 7 Yrs of Exp  IT/Software Development  Data  Data Modeling  SQL  SAP  Information Technology (IT);https://wuzzuf.net/jobs/p/b9IBXRQ69vCy-Data-Modeler-Perfect-Presentation-Giza-Egypt?o=91&l=sp&t=sj&a=data|search-v3|navbl;;
Data Analyst;Thaka International ;Badr City, Cairo, Egypt ;1 month ago;Full Time;Full TimeExperienced  3 - 7 Yrs of Exp  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Administration  analytical  Business Administration  Information Technology (IT)  Communication skills  business  Computer Science;https://wuzzuf.net/jobs/p/jeRNnI0NCNGI-Data-Analyst-Thaka-International-Cairo-Egypt?o=92&l=sp&t=sj&a=data|search-v3|navbl;;
BI Data Analyst;Ibn Sina Pharma ;New Cairo, Cairo, Egypt ;1 month ago;Full Time;Full TimeEntry Level  1 - 3 Yrs of Exp  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Power BI  Analysis  Data Analytics  Business Data  BI  SQL  Data Analysis;https://wuzzuf.net/jobs/p/7LoQOww44Xy3-BI-Data-Analyst-Ibn-Sina-Pharma-Cairo-Egypt?o=93&l=sp&t=sj&a=data|search-v3|navbl;;
Commercial Data Analyst;siParadigm Egypt ;Sheraton, Cairo, Egypt ;1 month ago;Full Time;Full TimeExperienced  2 - 5 Yrs of Exp  IT/Software Development  Analyst/Research  Medical  Medical Institution  Data Analysis  Analysis  Research  Database Systems  Data Analytics  Database;https://wuzzuf.net/jobs/p/wLQrAOHYdCWT-Commercial-Data-Analyst-siParadigm-Egypt-Cairo-Egypt?o=94&l=sp&t=sj&a=data|search-v3|navbl;;
Data Analyst;Monglish Academy ;San Stefano, Alexandria, Egypt ;1 month ago;Full Time;Full TimeExperienced  4 - 6 Yrs of Exp  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Analysis  Analyst  analytical  business  Computer Science  Data  Data Analysis;https://wuzzuf.net/jobs/p/fOevD440MfAv-Data-Analyst-Monglish-Academy-Alexandria-Egypt?o=95&l=sp&t=sj&a=data|search-v3|navbl;;
Digital Data Analyst;JoviTronix  ;Sheikh Zayed, Giza, Egypt ;1 month ago;Full Time;Full TimeExperienced  3 - 5 Yrs of Exp  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Analysis  analytical  business  Computer Science  Data  Data Analysis  Google Analytics;https://wuzzuf.net/jobs/p/lprBvnp7eKr0-Digital-Data-Analyst-JoviTronix-Giza-Egypt?o=96&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Data Engineer;BBI-Consultancy ;Nasr City, Cairo, Egypt ;1 month ago;Full Time;Full TimeExperienced  3 - 7 Yrs of Exp  IT/Software Development  Computer Science  Engineering  Information Technology (IT)  computer  Database;https://wuzzuf.net/jobs/p/KwGwUs8JytiA-Senior-Data-Engineer-BBI-Consultancy-Cairo-Egypt?o=97&l=sp&t=sj&a=data|search-v3|navbl;;
Software Tester and data entry;FORALL -  ;Cairo, Egypt ;30 days ago;Full Time;Full TimeExperienced  2 - 4 Yrs of Exp  IT/Software Development  Quality  QA  Quality Assurance  Software Testing  Testing  Agile  Computer Science;https://wuzzuf.net/jobs/p/3Z7vEhgxVviX-Software-Tester-and-data-entry-FORALL---Cairo-Egypt?o=98&l=sp&t=sj&a=data|search-v3|navbl;;
Data Architect;Sceel.io ;Maadi, Cairo, Egypt ;1 month ago;Full Time;Full TimeExperienced  5 - 9 Yrs of Exp  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Big Data  Computer Engineering  Computer Science  Data Modeling  ETL  Hadoop  Information Technology (IT);https://wuzzuf.net/jobs/p/spN4mzsCCoLd-Data-Architect-Sceel-io-Cairo-Egypt?o=99&l=sp&t=sj&a=data|search-v3|navbl;;
Data Modeler;Sceel.io ;Maadi, Cairo, Egypt ;1 month ago;Full Time;Full TimeExperienced  5 - 9 Yrs of Exp  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Data Modeling  Data Integration  Database Design  ETL  Information Technology (IT)  SQL  Modeling;https://wuzzuf.net/jobs/p/KKA9l90GOqPD-Data-Modeler-Sceel-io-Cairo-Egypt?o=100&l=sp&t=sj&a=data|search-v3|navbl;;
Data Quality Specialist;Sceel.io ;Maadi, Cairo, Egypt ;1 month ago;Full Time;Full TimeExperienced  5 - 9 Yrs of Exp  IT/Software Development  Computer Science  Analysis  Microsoft Office  SQL  Data Analysis  Engineering  Science  Communication  quality;https://wuzzuf.net/jobs/p/nf2ogZIu7Ilr-Data-Quality-Specialist-Sceel-io-Cairo-Egypt?o=101&l=sp&t=sj&a=data|search-v3|navbl;;
Data Engineer;Sceel.io ;Maadi, Cairo, Egypt ;1 month ago;Full Time;Full TimeExperienced  5 - 10 Yrs of Exp  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Computer Engineering  Engineering  Information Technology (IT)  Big Data  Data Analysis  Computer Science  Java;https://wuzzuf.net/jobs/p/rUeJNFYkGLSR-Data-Engineer-Sceel-io-Cairo-Egypt?o=102&l=sp&t=sj&a=data|search-v3|navbl;;
Data Analyst;Confidential ;Mansoura, Dakahlia, Egypt ;1 month ago;Full Time;Full TimeExperienced  1 - 3 Yrs of Exp  females_only  Medical/Healthcare  Communication skills  excel  Microsoft Office  computer;https://wuzzuf.net/jobs/p/z5wt3TcmpZ3e-Data-Analyst-Dakahlia-Egypt?o=103&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Data Engineer;Confidential ;Cairo, Egypt ;1 month ago;Full Time;Full TimeExperienced  1 - 5 Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  Computer Science  Database  Information Technology (IT)  Java  Python  Software Development  SQL  Programming;https://wuzzuf.net/jobs/p/x7wLKR2dEktf-Senior-Data-Engineer-Cairo-Egypt?o=104&l=sp&t=sj&a=data|search-v3|navbl;;
Data Modeler;Confidential ;Cairo, Egypt ;1 month ago;Full Time;Full TimeExperienced  1 - 5 Yrs of Exp  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  SAS  Modeler  Data Modeling  Database  Database SQL Server  Data Science  Modeling;https://wuzzuf.net/jobs/p/HhTlQ7iS6Uta-Data-Modeler-Cairo-Egypt?o=105&l=sp&t=sj&a=data|search-v3|navbl;;
Data Scientist Engineer;ArabWork ;Cairo, Egypt ;2 days ago;Full Time;Full TimeSenior Management  5+ Yrs of Exp  IT/Software Development  Computer Science  Software  Data  Programming  Computer Engineering  Information Technology (IT);https://wuzzuf.net/jobs/p/FpcUl8JJzRGY-Data-Scientist-Engineer-ArabWork-Cairo-Egypt?o=106&l=sp&t=sj&a=data|search-v3|navbl;;
ERPNext Specialist/Data Analyst;Confidential ;Alexandria, Egypt ;1 day ago;Full Time;Full TimeExperienced  3+ Yrs of Exp  IT/Software Development  Business Intelligence  BI  Data Analyst  Data Mining  Power BI  Data Analysis  ERPNext  ERP Implementation  Technical Support;https://wuzzuf.net/jobs/p/6hFUHLDQOVau-ERPNext-SpecialistData-Analyst-Alexandria-Egypt?o=107&l=sp&t=sj&a=data|search-v3|navbl;;
Data Scientist;Premier Services and Recruitment ;Katameya, Cairo, Egypt ;1 month ago;Full Time;Full TimeEntry Level  1 - 2 Yrs of Exp  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Data Science  Computer Science  Information Technology (IT);https://wuzzuf.net/jobs/p/Asgx8OwvR3BR-Data-Scientist-Premier-Services-and-Recruitment-Cairo-Egypt?o=108&l=sp&t=sj&a=data|search-v3|navbl;;
